envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
398	5598000	5646000	4686000	5166000	6126000	6366000	
399	5619000	5643000	4683000	5163000	6123000	6483000	
400	5616000	5640000	4680000	5160000	6120000	6480000	
401	5613000	5637000	4677000	5157000	6117000	6477000	
402	5658000	5754000	4674000	5154000	6234000	6474000	
403	5679000	5751000	4791000	5151000	6231000	6471000	
404	5676000	5748000	4788000	5148000	6228000	6468000	
405	5697000	5745000	4785000	5145000	6225000	6585000	
406	5718000	5862000	4782000	5142000	6222000	6582000	
407	5739000	5859000	4779000	5139000	6339000	6579000	
408	5736000	5856000	4776000	5136000	6336000	6576000	
409	5733000	5853000	4773000	5133000	6333000	6573000	
410	5730000	5850000	4770000	5130000	6330000	6570000	
411	5751000	5967000	4767000	5127000	6327000	6567000	
412	5772000	5964000	4764000	5244000	6324000	6564000	
413	5793000	5961000	4881000	5241000	6321000	6561000	
414	5790000	5958000	4878000	5238000	6318000	6558000	
415	5811000	5955000	4875000	5235000	6315000	6675000	
416	5856000	5952000	4872000	5352000	6312000	6792000	
417	5853000	5949000	4869000	5349000	6309000	6789000	
418	5874000	5946000	4866000	5466000	6306000	6786000	
419	5871000	5943000	4863000	5463000	6303000	6783000	
420	5868000	5940000	4860000	5460000	6300000	6780000	
421	5865000	5937000	4857000	5457000	6297000	6777000	
422	5862000	5934000	4854000	5454000	6294000	6774000	
423	5907000	6051000	4851000	5451000	6411000	6771000	
424	5928000	6168000	4848000	5448000	6408000	6768000	
425	5925000	6165000	4845000	5445000	6405000	6765000	
426	5922000	6162000	4842000	5442000	6402000	6762000	
427	5967000	6159000	4839000	5559000	6519000	6759000	
428	5964000	6156000	4836000	5556000	6516000	6756000	
429	5961000	6153000	4833000	5553000	6513000	6753000	
430	5958000	6150000	4830000	5550000	6510000	6750000	
431	5955000	6147000	4827000	5547000	6507000	6747000	
432	6e+06	6144000	4944000	5544000	6504000	6864000	
433	6045000	6141000	5061000	5661000	6501000	6861000	
434	6042000	6138000	5058000	5658000	6498000	6858000	
435	6039000	6135000	5055000	5655000	6495000	6855000	
436	6060000	6132000	5052000	5652000	6492000	6972000	
437	6081000	6129000	5049000	5769000	6489000	6969000	
438	6078000	6126000	5046000	5766000	6486000	6966000	
439	6099000	6243000	5043000	5763000	6483000	6963000	
440	6096000	6240000	5040000	5760000	6480000	6960000	
441	6093000	6237000	5037000	5757000	6477000	6957000	
442	6090000	6234000	5034000	5754000	6474000	6954000	
443	6111000	6351000	5031000	5751000	6471000	6951000	
444	6132000	6348000	5028000	5868000	6468000	6948000	
445	6129000	6345000	5025000	5865000	6465000	6945000	
446	6174000	6342000	5022000	5982000	6462000	7062000	
447	6243000	6339000	5139000	6099000	6459000	7179000	
448	6240000	6336000	5136000	6096000	6456000	7176000	
449	6237000	6333000	5133000	6093000	6453000	7173000	
450	6234000	6330000	5130000	6090000	6450000	7170000	
451	6255000	6327000	5127000	6207000	6447000	7167000	
452	6252000	6324000	5124000	6204000	6444000	7164000	
453	6273000	6321000	5241000	6201000	6441000	7161000	
454	6270000	6318000	5238000	6198000	6438000	7158000	
455	6315000	6315000	5235000	6315000	6435000	7275000	
456	6384000	6432000	5232000	6432000	6432000	7392000	
457	6429000	6549000	5229000	6429000	6429000	7509000	
458	6426000	6546000	5226000	6426000	6426000	7506000	
459	6447000	6543000	5223000	6543000	6423000	7503000	
460	6444000	6540000	5220000	6540000	6420000	7500000	
461	6489000	6657000	5217000	6537000	6537000	7497000	
462	6510000	6654000	5214000	6534000	6654000	7494000	
463	6507000	6651000	5211000	6531000	6651000	7491000	
464	6528000	6648000	5208000	6648000	6648000	7488000	
465	6549000	6645000	5205000	6645000	6765000	7485000	
466	6570000	6642000	5322000	6642000	6762000	7482000	
467	6591000	6639000	5319000	6639000	6879000	7479000	
468	6612000	6756000	5316000	6636000	6876000	7476000	
469	6681000	6873000	5433000	6633000	6873000	7593000	
470	6702000	6870000	5550000	6630000	6870000	7590000	
471	6699000	6867000	5547000	6627000	6867000	7587000	
472	6696000	6864000	5544000	6624000	6864000	7584000	
473	6693000	6861000	5541000	6621000	6861000	7581000	
474	6690000	6858000	5538000	6618000	6858000	7578000	
475	6687000	6855000	5535000	6615000	6855000	7575000	
476	6708000	6852000	5652000	6612000	6852000	7572000	
477	6705000	6849000	5649000	6609000	6849000	7569000	
478	6726000	6846000	5646000	6606000	6846000	7686000	
479	6723000	6843000	5643000	6603000	6843000	7683000	
480	6720000	6840000	5640000	6600000	6840000	7680000	
481	6741000	6957000	5637000	6597000	6837000	7677000	
482	6738000	6954000	5634000	6594000	6834000	7674000	
483	6759000	6951000	5631000	6711000	6831000	7671000	
484	6780000	7068000	5628000	6708000	6828000	7668000	
485	6801000	7065000	5625000	6705000	6825000	7785000	
486	6822000	7062000	5622000	6822000	6822000	7782000	
487	6867000	7059000	5739000	6819000	6819000	7899000	
488	6936000	7056000	5856000	6936000	6816000	8016000	
489	6933000	7053000	5853000	6933000	6813000	8013000	
490	6930000	7050000	5850000	6930000	6810000	8010000	
491	6975000	7047000	5967000	6927000	6927000	8007000	
492	6972000	7044000	5964000	6924000	6924000	8004000	
493	6969000	7041000	5961000	6921000	6921000	8001000	
494	6990000	7038000	5958000	7038000	6918000	7998000	
495	7011000	7035000	6075000	7035000	6915000	7995000	
496	7032000	7032000	6192000	7032000	6912000	7992000	
497	7053000	7149000	6189000	7029000	6909000	7989000	
498	7050000	7146000	6186000	7026000	6906000	7986000	
499	7071000	7143000	6183000	7023000	6903000	8103000	
500	7116000	7260000	6300000	7020000	6900000	8100000	
501	7137000	7257000	6417000	7017000	6897000	8097000	
502	7158000	7254000	6534000	7014000	6894000	8094000	
503	7179000	7251000	6531000	7011000	7011000	8091000	
504	7224000	7368000	6528000	7008000	7008000	8208000	
505	7245000	7365000	6525000	7125000	7005000	8205000	
506	7242000	7362000	6522000	7122000	7002000	8202000	
507	7263000	7359000	6519000	7119000	7119000	8199000	
508	7284000	7476000	6516000	7116000	7116000	8196000	
509	7329000	7473000	6513000	7233000	7233000	8193000	
510	7326000	7470000	6510000	7230000	7230000	8190000	
511	7347000	7467000	6507000	7347000	7227000	8187000	
512	7344000	7464000	6504000	7344000	7224000	8184000	
513	7365000	7461000	6501000	7341000	7341000	8181000	
514	7386000	7458000	6498000	7338000	7458000	8178000	
515	7407000	7575000	6495000	7335000	7455000	8175000	
516	7404000	7572000	6492000	7332000	7452000	8172000	
517	7401000	7569000	6489000	7329000	7449000	8169000	
518	7398000	7566000	6486000	7326000	7446000	8166000	
519	7419000	7563000	6483000	7323000	7563000	8163000	
520	7440000	7560000	6480000	7440000	7560000	8160000	
521	7461000	7557000	6597000	7437000	7557000	8157000	
522	7458000	7554000	6594000	7434000	7554000	8154000	
523	7479000	7671000	6591000	7431000	7551000	8151000	
524	7500000	7668000	6588000	7548000	7548000	8148000	
525	7521000	7665000	6585000	7545000	7545000	8265000	
526	7518000	7662000	6582000	7542000	7542000	8262000	
527	7563000	7659000	6579000	7659000	7539000	8379000	
528	7560000	7656000	6576000	7656000	7536000	8376000	
529	7557000	7653000	6573000	7653000	7533000	8373000	
530	7554000	7650000	6570000	7650000	7530000	8370000	
