envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
503	7803000	9411000	7491000	7491000	7851000	6771000	
504	7800000	9408000	7488000	7488000	7848000	6768000	
505	7845000	9405000	7485000	7485000	7965000	6885000	
506	7842000	9402000	7482000	7482000	7962000	6882000	
507	7887000	9399000	7479000	7599000	7959000	6999000	
508	7908000	9516000	7476000	7596000	7956000	6996000	
509	7929000	9513000	7473000	7593000	8073000	6993000	
510	7974000	9630000	7470000	7710000	8070000	6990000	
511	7995000	9627000	7467000	7707000	8187000	6987000	
512	7992000	9624000	7464000	7704000	8184000	6984000	
513	8013000	9621000	7461000	7701000	8181000	7101000	
514	8010000	9618000	7458000	7698000	8178000	7098000	
515	8007000	9615000	7455000	7695000	8175000	7095000	
516	8028000	9732000	7452000	7692000	8172000	7092000	
517	8049000	9729000	7449000	7809000	8169000	7089000	
518	8046000	9726000	7446000	7806000	8166000	7086000	
519	8067000	9723000	7443000	7923000	8163000	7083000	
520	8064000	9720000	7440000	7920000	8160000	7080000	
521	8085000	9717000	7437000	7917000	8277000	7077000	
522	8106000	9714000	7434000	7914000	8274000	7194000	
523	8103000	9711000	7431000	7911000	8271000	7191000	
524	8100000	9708000	7428000	7908000	8268000	7188000	
525	8121000	9705000	7425000	7905000	8385000	7185000	
526	8166000	9822000	7542000	7902000	8382000	7182000	
527	8163000	9819000	7539000	7899000	8379000	7179000	
528	8160000	9816000	7536000	7896000	8376000	7176000	
