envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
395	5199000	5055000	5775000	5055000	4695000	5415000	
396	5196000	5052000	5772000	5052000	4692000	5412000	
397	5193000	5049000	5769000	5049000	4689000	5409000	
398	5214000	5046000	5886000	5046000	4686000	5406000	
399	5259000	5163000	6003000	5043000	4683000	5403000	
400	5280000	5160000	6e+06	5040000	4800000	5400000	
401	5277000	5157000	5997000	5037000	4797000	5397000	
402	5274000	5154000	5994000	5034000	4794000	5394000	
403	5271000	5151000	5991000	5031000	4791000	5391000	
404	5268000	5148000	5988000	5028000	4788000	5388000	
405	5265000	5145000	5985000	5025000	4785000	5385000	
406	5262000	5142000	5982000	5022000	4782000	5382000	
407	5259000	5139000	5979000	5019000	4779000	5379000	
408	5280000	5136000	5976000	5016000	4896000	5376000	
409	5301000	5133000	5973000	5013000	4893000	5493000	
410	5298000	5130000	5970000	5010000	4890000	5490000	
411	5319000	5247000	5967000	5007000	4887000	5487000	
412	5364000	5244000	5964000	5124000	4884000	5604000	
413	5385000	5241000	5961000	5121000	5001000	5601000	
414	5406000	5358000	5958000	5118000	4998000	5598000	
415	5427000	5355000	5955000	5115000	4995000	5715000	
416	5448000	5352000	5952000	5112000	5112000	5712000	
417	5445000	5349000	5949000	5109000	5109000	5709000	
418	5442000	5346000	5946000	5106000	5106000	5706000	
419	5439000	5343000	5943000	5103000	5103000	5703000	
420	5460000	5340000	5940000	5100000	5100000	5820000	
421	5529000	5457000	5937000	5217000	5097000	5937000	
422	5526000	5454000	5934000	5214000	5094000	5934000	
423	5547000	5451000	5931000	5211000	5091000	6051000	
424	5568000	5448000	6048000	5208000	5088000	6048000	
425	5565000	5445000	6045000	5205000	5085000	6045000	
426	5586000	5562000	6042000	5202000	5082000	6042000	
427	5583000	5559000	6039000	5199000	5079000	6039000	
428	5580000	5556000	6036000	5196000	5076000	6036000	
429	5601000	5553000	6033000	5193000	5193000	6033000	
430	5622000	5550000	6150000	5190000	5190000	6030000	
431	5619000	5547000	6147000	5187000	5187000	6027000	
432	5664000	5664000	6264000	5184000	5184000	6024000	
433	5661000	5661000	6261000	5181000	5181000	6021000	
434	5682000	5658000	6378000	5178000	5178000	6018000	
435	5679000	5655000	6375000	5175000	5175000	6015000	
436	5676000	5652000	6372000	5172000	5172000	6012000	
437	5673000	5649000	6369000	5169000	5169000	6009000	
438	5694000	5766000	6366000	5166000	5166000	6006000	
439	5739000	5883000	6483000	5163000	5163000	6003000	
